averageEtaError,controllabilityMatchRate,trimFeasibilityMatchRate,decisionModeMatchRate,conservativeDecisionRate,dangerousMismatchCount
0.661991446013276,0.0666666666666667,0.0666666666666667,0.0666666666666667,1,0
