damageCategory,damageSeverityLevel,featureMode,modelType,flightConditionTag,etaTotalError
thrust,low,summary_plus_residual_energy,shallow_mlp,cruise_fast,-1
thrust,low,summary_plus_residual_energy,shallow_mlp,cruise_fast,-1
thrust,low,summary_plus_residual_energy,shallow_mlp,cruise_fast,-1
thrust,low,summary_plus_residual_energy,shallow_mlp,low_altitude,-1
thrust,low,summary_plus_residual_energy,shallow_mlp,low_altitude,-1
thrust,low,summary_plus_residual_energy,shallow_mlp,low_altitude,-1
thrust,low,summary_plus_residual_energy,shallow_mlp,gust_entry,-1
thrust,low,summary_plus_residual_energy,shallow_mlp,gust_entry,-1
compound,low,summary_plus_residual_energy,shallow_mlp,cruise_nominal,-0.872897905922575
compound,low,summary_plus_residual_energy,shallow_mlp,cruise_nominal,-0.872897905922575
compound,low,summary_plus_residual_energy,shallow_mlp,cruise_fast,-0.872897905922575
compound,low,summary_plus_residual_energy,shallow_mlp,cruise_fast,-0.872897905922575
compound,low,summary_plus_residual_energy,shallow_mlp,low_altitude,-0.872897905922575
compound,low,summary_plus_residual_energy,shallow_mlp,low_altitude,-0.872897905922575
compound,low,summary_plus_residual_energy,shallow_mlp,gust_entry,-0.872897905922575
compound,low,summary_plus_residual_energy,shallow_mlp,gust_entry,-0.872897905922575
wing,moderate,summary_plus_residual_energy,shallow_mlp,cruise_nominal,-0.911212526367188
wing,moderate,summary_plus_residual_energy,shallow_mlp,cruise_nominal,-0.911212526367188
wing,moderate,summary_plus_residual_energy,shallow_mlp,cruise_nominal,-0.911212526367188
wing,moderate,summary_plus_residual_energy,shallow_mlp,cruise_fast,-0.911212526367188
wing,moderate,summary_plus_residual_energy,shallow_mlp,cruise_fast,-0.911212526367188
wing,moderate,summary_plus_residual_energy,shallow_mlp,cruise_fast,-0.911212526367188
wing,moderate,summary_plus_residual_energy,shallow_mlp,low_altitude,-0.911212526367188
wing,moderate,summary_plus_residual_energy,shallow_mlp,low_altitude,-0.911212526367188
wing,moderate,summary_plus_residual_energy,shallow_mlp,gust_entry,-0.911212526367188
wing,moderate,summary_plus_residual_energy,shallow_mlp,gust_entry,-0.911212526367188
tail,moderate,summary_plus_residual_energy,shallow_mlp,cruise_nominal,-0.87581397944
tail,moderate,summary_plus_residual_energy,shallow_mlp,cruise_nominal,-0.87581397944
tail,moderate,summary_plus_residual_energy,shallow_mlp,cruise_fast,-0.87581397944
tail,moderate,summary_plus_residual_energy,shallow_mlp,cruise_fast,-0.87581397944
tail,moderate,summary_plus_residual_energy,shallow_mlp,low_altitude,-0.87581397944
tail,moderate,summary_plus_residual_energy,shallow_mlp,low_altitude,-0.87581397944
tail,moderate,summary_plus_residual_energy,shallow_mlp,low_altitude,-0.87581397944
tail,moderate,summary_plus_residual_energy,shallow_mlp,low_altitude,-0.87581397944
tail,moderate,summary_plus_residual_energy,shallow_mlp,gust_entry,-0.87581397944
tail,moderate,summary_plus_residual_energy,shallow_mlp,gust_entry,-0.87581397944
control,moderate,summary_plus_residual_energy,shallow_mlp,cruise_nominal,-0.7025
control,moderate,summary_plus_residual_energy,shallow_mlp,cruise_nominal,-0.7025
control,moderate,summary_plus_residual_energy,shallow_mlp,cruise_fast,-0.7025
control,moderate,summary_plus_residual_energy,shallow_mlp,cruise_fast,-0.7025
control,moderate,summary_plus_residual_energy,shallow_mlp,cruise_fast,-0.7025
control,moderate,summary_plus_residual_energy,shallow_mlp,low_altitude,-0.7025
control,moderate,summary_plus_residual_energy,shallow_mlp,low_altitude,-0.7025
control,moderate,summary_plus_residual_energy,shallow_mlp,low_altitude,-0.7025
control,moderate,summary_plus_residual_energy,shallow_mlp,gust_entry,-0.7025
control,moderate,summary_plus_residual_energy,shallow_mlp,gust_entry,-0.7025
thrust,moderate,summary_plus_residual_energy,shallow_mlp,cruise_nominal,-1
thrust,moderate,summary_plus_residual_energy,shallow_mlp,cruise_nominal,-1
thrust,moderate,summary_plus_residual_energy,shallow_mlp,cruise_fast,-1
thrust,moderate,summary_plus_residual_energy,shallow_mlp,cruise_fast,-1
thrust,moderate,summary_plus_residual_energy,shallow_mlp,cruise_fast,-1
thrust,moderate,summary_plus_residual_energy,shallow_mlp,cruise_fast,-1
thrust,moderate,summary_plus_residual_energy,shallow_mlp,low_altitude,-1
thrust,moderate,summary_plus_residual_energy,shallow_mlp,low_altitude,-1
thrust,moderate,summary_plus_residual_energy,shallow_mlp,gust_entry,-1
thrust,moderate,summary_plus_residual_energy,shallow_mlp,gust_entry,-1
compound,moderate,summary_plus_residual_energy,shallow_mlp,cruise_nominal,-0.717599502417366
compound,moderate,summary_plus_residual_energy,shallow_mlp,cruise_nominal,-0.717599502417366
compound,moderate,summary_plus_residual_energy,shallow_mlp,cruise_fast,-0.717599502417366
compound,moderate,summary_plus_residual_energy,shallow_mlp,cruise_fast,-0.717599502417366
compound,moderate,summary_plus_residual_energy,shallow_mlp,low_altitude,-0.717599502417366
compound,moderate,summary_plus_residual_energy,shallow_mlp,low_altitude,-0.717599502417366
compound,moderate,summary_plus_residual_energy,shallow_mlp,gust_entry,-0.717599502417366
compound,moderate,summary_plus_residual_energy,shallow_mlp,gust_entry,-0.717599502417366
compound,moderate,summary_plus_residual_energy,shallow_mlp,gust_entry,-0.717599502417366
wing,high,summary_plus_residual_energy,shallow_mlp,cruise_nominal,-0.862080549804687
wing,high,summary_plus_residual_energy,shallow_mlp,cruise_nominal,-0.862080549804687
wing,high,summary_plus_residual_energy,shallow_mlp,cruise_fast,-0.862080549804687
wing,high,summary_plus_residual_energy,shallow_mlp,cruise_fast,-0.862080549804687
wing,high,summary_plus_residual_energy,shallow_mlp,low_altitude,-0.862080549804687
wing,high,summary_plus_residual_energy,shallow_mlp,low_altitude,-0.862080549804687
wing,high,summary_plus_residual_energy,shallow_mlp,low_altitude,-0.862080549804687
wing,high,summary_plus_residual_energy,shallow_mlp,low_altitude,-0.862080549804687
wing,high,summary_plus_residual_energy,shallow_mlp,gust_entry,-0.862080549804687
wing,high,summary_plus_residual_energy,shallow_mlp,gust_entry,-0.862080549804687
tail,high,summary_plus_residual_energy,shallow_mlp,cruise_nominal,-0.81143727048
tail,high,summary_plus_residual_energy,shallow_mlp,cruise_nominal,-0.81143727048
tail,high,summary_plus_residual_energy,shallow_mlp,cruise_fast,-0.81143727048
tail,high,summary_plus_residual_energy,shallow_mlp,cruise_fast,-0.81143727048
tail,high,summary_plus_residual_energy,shallow_mlp,low_altitude,-0.81143727048
tail,high,summary_plus_residual_energy,shallow_mlp,low_altitude,-0.81143727048
tail,high,summary_plus_residual_energy,shallow_mlp,gust_entry,-0.81143727048
tail,high,summary_plus_residual_energy,shallow_mlp,gust_entry,-0.81143727048
tail,high,summary_plus_residual_energy,shallow_mlp,gust_entry,-0.81143727048
control,high,summary_plus_residual_energy,shallow_mlp,cruise_nominal,-0.5325
control,high,summary_plus_residual_energy,shallow_mlp,cruise_nominal,-0.5325
control,high,summary_plus_residual_energy,shallow_mlp,cruise_fast,-0.5325
control,high,summary_plus_residual_energy,shallow_mlp,cruise_fast,-0.5325
control,high,summary_plus_residual_energy,shallow_mlp,low_altitude,-0.5325
control,high,summary_plus_residual_energy,shallow_mlp,low_altitude,-0.5325
control,high,summary_plus_residual_energy,shallow_mlp,gust_entry,-0.5325
control,high,summary_plus_residual_energy,shallow_mlp,gust_entry,-0.5325
control,high,summary_plus_residual_energy,shallow_mlp,gust_entry,-0.5325
control,high,summary_plus_residual_energy,shallow_mlp,gust_entry,-0.5325
thrust,high,summary_plus_residual_energy,shallow_mlp,cruise_nominal,-1
thrust,high,summary_plus_residual_energy,shallow_mlp,cruise_nominal,-1
thrust,high,summary_plus_residual_energy,shallow_mlp,cruise_fast,-1
thrust,high,summary_plus_residual_energy,shallow_mlp,cruise_fast,-1
thrust,high,summary_plus_residual_energy,shallow_mlp,low_altitude,-1
thrust,high,summary_plus_residual_energy,shallow_mlp,low_altitude,-1
thrust,high,summary_plus_residual_energy,shallow_mlp,low_altitude,-1
thrust,high,summary_plus_residual_energy,shallow_mlp,gust_entry,-1
thrust,high,summary_plus_residual_energy,shallow_mlp,gust_entry,-1
thrust,high,summary_plus_residual_energy,shallow_mlp,gust_entry,-1
compound,high,summary_plus_residual_energy,shallow_mlp,cruise_nominal,-0.577699039212505
compound,high,summary_plus_residual_energy,shallow_mlp,cruise_nominal,-0.577699039212505
compound,high,summary_plus_residual_energy,shallow_mlp,cruise_nominal,-0.577699039212505
compound,high,summary_plus_residual_energy,shallow_mlp,cruise_nominal,-0.577699039212505
compound,high,summary_plus_residual_energy,shallow_mlp,cruise_fast,-0.577699039212505
compound,high,summary_plus_residual_energy,shallow_mlp,cruise_fast,-0.577699039212505
compound,high,summary_plus_residual_energy,shallow_mlp,low_altitude,-0.577699039212505
compound,high,summary_plus_residual_energy,shallow_mlp,low_altitude,-0.577699039212505
compound,high,summary_plus_residual_energy,shallow_mlp,gust_entry,-0.577699039212505
compound,high,summary_plus_residual_energy,shallow_mlp,gust_entry,-0.577699039212505
wing,severe,summary_plus_residual_energy,shallow_mlp,cruise_nominal,-0.814114916992188
wing,severe,summary_plus_residual_energy,shallow_mlp,cruise_nominal,-0.814114916992188
wing,severe,summary_plus_residual_energy,shallow_mlp,cruise_nominal,-0.814114916992188
wing,severe,summary_plus_residual_energy,shallow_mlp,cruise_nominal,-0.814114916992188
wing,severe,summary_plus_residual_energy,shallow_mlp,cruise_fast,-0.814114916992188
wing,severe,summary_plus_residual_energy,shallow_mlp,cruise_fast,-0.814114916992188
wing,severe,summary_plus_residual_energy,shallow_mlp,low_altitude,-0.814114916992188
wing,severe,summary_plus_residual_energy,shallow_mlp,low_altitude,-0.814114916992188
wing,severe,summary_plus_residual_energy,shallow_mlp,gust_entry,-0.814114916992188
wing,severe,summary_plus_residual_energy,shallow_mlp,gust_entry,-0.814114916992188
tail,severe,summary_plus_residual_energy,shallow_mlp,cruise_nominal,-0.75168727
tail,severe,summary_plus_residual_energy,shallow_mlp,cruise_nominal,-0.75168727
tail,severe,summary_plus_residual_energy,shallow_mlp,cruise_fast,-0.75168727
tail,severe,summary_plus_residual_energy,shallow_mlp,cruise_fast,-0.75168727
tail,severe,summary_plus_residual_energy,shallow_mlp,cruise_fast,-0.75168727
tail,severe,summary_plus_residual_energy,shallow_mlp,low_altitude,-0.75168727
tail,severe,summary_plus_residual_energy,shallow_mlp,low_altitude,-0.75168727
tail,severe,summary_plus_residual_energy,shallow_mlp,low_altitude,-0.75168727
tail,severe,summary_plus_residual_energy,shallow_mlp,gust_entry,-0.75168727
tail,severe,summary_plus_residual_energy,shallow_mlp,gust_entry,-0.75168727
control,severe,summary_plus_residual_energy,shallow_mlp,cruise_nominal,-0.3625
control,severe,summary_plus_residual_energy,shallow_mlp,cruise_nominal,-0.3625
control,severe,summary_plus_residual_energy,shallow_mlp,cruise_fast,-0.3625
control,severe,summary_plus_residual_energy,shallow_mlp,cruise_fast,-0.3625
control,severe,summary_plus_residual_energy,shallow_mlp,cruise_fast,-0.3625
control,severe,summary_plus_residual_energy,shallow_mlp,cruise_fast,-0.3625
control,severe,summary_plus_residual_energy,shallow_mlp,low_altitude,-0.3625
control,severe,summary_plus_residual_energy,shallow_mlp,low_altitude,-0.3625
control,severe,summary_plus_residual_energy,shallow_mlp,gust_entry,-0.3625
control,severe,summary_plus_residual_energy,shallow_mlp,gust_entry,-0.3625
thrust,severe,summary_plus_residual_energy,shallow_mlp,cruise_nominal,-1
thrust,severe,summary_plus_residual_energy,shallow_mlp,cruise_nominal,-1
thrust,severe,summary_plus_residual_energy,shallow_mlp,cruise_nominal,-1
thrust,severe,summary_plus_residual_energy,shallow_mlp,cruise_fast,-1
thrust,severe,summary_plus_residual_energy,shallow_mlp,cruise_fast,-1
thrust,severe,summary_plus_residual_energy,shallow_mlp,cruise_fast,-1
thrust,severe,summary_plus_residual_energy,shallow_mlp,low_altitude,-1
thrust,severe,summary_plus_residual_energy,shallow_mlp,low_altitude,-1
thrust,severe,summary_plus_residual_energy,shallow_mlp,gust_entry,-1
thrust,severe,summary_plus_residual_energy,shallow_mlp,gust_entry,-1
compound,severe,summary_plus_residual_energy,shallow_mlp,cruise_nominal,-0.452342677357992
compound,severe,summary_plus_residual_energy,shallow_mlp,cruise_nominal,-0.452342677357992
compound,severe,summary_plus_residual_energy,shallow_mlp,cruise_fast,-0.452342677357992
compound,severe,summary_plus_residual_energy,shallow_mlp,cruise_fast,-0.452342677357992
compound,severe,summary_plus_residual_energy,shallow_mlp,low_altitude,-0.452342677357992
compound,severe,summary_plus_residual_energy,shallow_mlp,low_altitude,-0.452342677357992
compound,severe,summary_plus_residual_energy,shallow_mlp,gust_entry,-0.452342677357992
compound,severe,summary_plus_residual_energy,shallow_mlp,gust_entry,-0.452342677357992
compound,severe,summary_plus_residual_energy,shallow_mlp,gust_entry,-0.452342677357992
compound,severe,summary_plus_residual_energy,shallow_mlp,gust_entry,-0.452342677357992
wing,low,normalized_summary,shallow_mlp,cruise_nominal,0.00372169943905676
wing,low,normalized_summary,shallow_mlp,cruise_nominal,0.00678213100128122
wing,low,normalized_summary,shallow_mlp,cruise_fast,0.00670693296576674
wing,low,normalized_summary,shallow_mlp,cruise_fast,0.00725072555127859
wing,low,normalized_summary,shallow_mlp,cruise_fast,0.00291982903135346
wing,low,normalized_summary,shallow_mlp,cruise_fast,0.0154815139885994
wing,low,normalized_summary,shallow_mlp,low_altitude,-0.018238645311526
wing,low,normalized_summary,shallow_mlp,low_altitude,0.00510609924783201
wing,low,normalized_summary,shallow_mlp,gust_entry,0.0776032934490285
wing,low,normalized_summary,shallow_mlp,gust_entry,-0.0145999610116443
tail,low,normalized_summary,shallow_mlp,cruise_nominal,0.0073442896099033
tail,low,normalized_summary,shallow_mlp,cruise_nominal,0.00874786451969989
tail,low,normalized_summary,shallow_mlp,cruise_fast,0.0104920006502416
tail,low,normalized_summary,shallow_mlp,cruise_fast,-0.00167694783224226
tail,low,normalized_summary,shallow_mlp,low_altitude,-0.00218428345398125
tail,low,normalized_summary,shallow_mlp,low_altitude,0.00234496750629476
tail,low,normalized_summary,shallow_mlp,low_altitude,-0.00998020946734202
tail,low,normalized_summary,shallow_mlp,gust_entry,-0.0446914385289526
tail,low,normalized_summary,shallow_mlp,gust_entry,-0.0274303386699066
tail,low,normalized_summary,shallow_mlp,gust_entry,-0.0180277511447463
control,low,normalized_summary,shallow_mlp,cruise_nominal,-0.073015756485354
control,low,normalized_summary,shallow_mlp,cruise_nominal,-0.0614268558907032
control,low,normalized_summary,shallow_mlp,cruise_fast,0.020773191194755
control,low,normalized_summary,shallow_mlp,cruise_fast,0.0485991126740799
control,low,normalized_summary,shallow_mlp,low_altitude,0.000160818537908392
control,low,normalized_summary,shallow_mlp,low_altitude,-0.0415999235611234
control,low,normalized_summary,shallow_mlp,low_altitude,0.00618219449539537
control,low,normalized_summary,shallow_mlp,low_altitude,-0.0276008612275189
control,low,normalized_summary,shallow_mlp,gust_entry,-0.0497655276036332
control,low,normalized_summary,shallow_mlp,gust_entry,0.0193931646948362
thrust,low,normalized_summary,shallow_mlp,cruise_nominal,-8.31410872559335e-06
thrust,low,normalized_summary,shallow_mlp,cruise_nominal,-0.000407352313028131
thrust,low,normalized_summary,shallow_mlp,cruise_fast,-0.000345342294588491
thrust,low,normalized_summary,shallow_mlp,cruise_fast,-0.000907122318497655
thrust,low,normalized_summary,shallow_mlp,cruise_fast,0.00382913463333967
thrust,low,normalized_summary,shallow_mlp,low_altitude,0.000275714951694761
thrust,low,normalized_summary,shallow_mlp,low_altitude,0.000273929705342013
thrust,low,normalized_summary,shallow_mlp,low_altitude,-0.000600644615790458
thrust,low,normalized_summary,shallow_mlp,gust_entry,-9.92359289027078e-05
thrust,low,normalized_summary,shallow_mlp,gust_entry,2.90665289126579e-06
compound,low,normalized_summary,shallow_mlp,cruise_nominal,0.025167813505642
compound,low,normalized_summary,shallow_mlp,cruise_nominal,-0.00600132153966115
compound,low,normalized_summary,shallow_mlp,cruise_fast,0.0179356266658267
compound,low,normalized_summary,shallow_mlp,cruise_fast,-0.00689121655598268
compound,low,normalized_summary,shallow_mlp,low_altitude,0.0273873848866275
compound,low,normalized_summary,shallow_mlp,low_altitude,-0.178312826221142
compound,low,normalized_summary,shallow_mlp,gust_entry,-0.0763349400976414
compound,low,normalized_summary,shallow_mlp,gust_entry,-0.00476117992476799
wing,moderate,normalized_summary,shallow_mlp,cruise_nominal,0.026838710510996
wing,moderate,normalized_summary,shallow_mlp,cruise_nominal,0.0309701707460261
wing,moderate,normalized_summary,shallow_mlp,cruise_nominal,-0.0120725253584492
wing,moderate,normalized_summary,shallow_mlp,cruise_fast,0.0685474385409188
wing,moderate,normalized_summary,shallow_mlp,cruise_fast,0.0165425676699904
wing,moderate,normalized_summary,shallow_mlp,cruise_fast,-0.0147101758194041
wing,moderate,normalized_summary,shallow_mlp,low_altitude,-0.0226346131849509
wing,moderate,normalized_summary,shallow_mlp,low_altitude,-0.0616966650282113
wing,moderate,normalized_summary,shallow_mlp,gust_entry,-0.0612533170145366
wing,moderate,normalized_summary,shallow_mlp,gust_entry,0.244941485832491
tail,moderate,normalized_summary,shallow_mlp,cruise_nominal,0.0218596154045619
tail,moderate,normalized_summary,shallow_mlp,cruise_nominal,-0.0191568306812658
tail,moderate,normalized_summary,shallow_mlp,cruise_fast,0.0251416450900269
tail,moderate,normalized_summary,shallow_mlp,cruise_fast,0.00407062438289385
tail,moderate,normalized_summary,shallow_mlp,low_altitude,-0.0375264117678814
tail,moderate,normalized_summary,shallow_mlp,low_altitude,-0.0525035080975103
tail,moderate,normalized_summary,shallow_mlp,low_altitude,-0.0406676222640523
tail,moderate,normalized_summary,shallow_mlp,low_altitude,0.00846698511436328
tail,moderate,normalized_summary,shallow_mlp,gust_entry,-0.0551281644523653
tail,moderate,normalized_summary,shallow_mlp,gust_entry,-0.0562651231269243
control,moderate,normalized_summary,shallow_mlp,cruise_nominal,0.0277483952058085
control,moderate,normalized_summary,shallow_mlp,cruise_nominal,0.0134190267527362
control,moderate,normalized_summary,shallow_mlp,cruise_fast,0.0664100040235145
control,moderate,normalized_summary,shallow_mlp,cruise_fast,0.0489298702953661
control,moderate,normalized_summary,shallow_mlp,cruise_fast,0.0444084680699844
control,moderate,normalized_summary,shallow_mlp,low_altitude,-0.0762002303734616
control,moderate,normalized_summary,shallow_mlp,low_altitude,-0.052062629063829
control,moderate,normalized_summary,shallow_mlp,low_altitude,0.0449259718125637
control,moderate,normalized_summary,shallow_mlp,gust_entry,-0.192854424713313
control,moderate,normalized_summary,shallow_mlp,gust_entry,-0.132298795575355
thrust,moderate,normalized_summary,shallow_mlp,cruise_nominal,-0.000907122299452223
thrust,moderate,normalized_summary,shallow_mlp,cruise_nominal,-8.31410872559335e-06
thrust,moderate,normalized_summary,shallow_mlp,cruise_fast,0.000275714951731842
thrust,moderate,normalized_summary,shallow_mlp,cruise_fast,-0.000345342294588491
thrust,moderate,normalized_summary,shallow_mlp,cruise_fast,-0.000600644615951995
thrust,moderate,normalized_summary,shallow_mlp,cruise_fast,0.00382913463333967
thrust,moderate,normalized_summary,shallow_mlp,low_altitude,-0.00163429214895627
thrust,moderate,normalized_summary,shallow_mlp,low_altitude,0.000273929705342013
thrust,moderate,normalized_summary,shallow_mlp,gust_entry,-0.000939762723653703
thrust,moderate,normalized_summary,shallow_mlp,gust_entry,-9.92359289027078e-05
compound,moderate,normalized_summary,shallow_mlp,cruise_nominal,0.0488628355298619
compound,moderate,normalized_summary,shallow_mlp,cruise_nominal,0.0205467768987638
compound,moderate,normalized_summary,shallow_mlp,cruise_fast,-0.0510291600014349
compound,moderate,normalized_summary,shallow_mlp,cruise_fast,-0.0266218621179292
compound,moderate,normalized_summary,shallow_mlp,low_altitude,-0.0482339051357707
compound,moderate,normalized_summary,shallow_mlp,low_altitude,0.010142871976884
compound,moderate,normalized_summary,shallow_mlp,gust_entry,-0.067704239866935
compound,moderate,normalized_summary,shallow_mlp,gust_entry,-0.0915939475438887
compound,moderate,normalized_summary,shallow_mlp,gust_entry,-0.00657471378300511
wing,high,normalized_summary,shallow_mlp,cruise_nominal,-0.0222155332146317
wing,high,normalized_summary,shallow_mlp,cruise_nominal,0.0837013104452141
wing,high,normalized_summary,shallow_mlp,cruise_fast,0.0239680386607608
wing,high,normalized_summary,shallow_mlp,cruise_fast,0.00604052377606712
wing,high,normalized_summary,shallow_mlp,low_altitude,0.0115427119882268
wing,high,normalized_summary,shallow_mlp,low_altitude,0.0194661971724717
wing,high,normalized_summary,shallow_mlp,low_altitude,-0.0326241737528953
wing,high,normalized_summary,shallow_mlp,low_altitude,0.00734591267648776
wing,high,normalized_summary,shallow_mlp,gust_entry,-0.0458413470158426
wing,high,normalized_summary,shallow_mlp,gust_entry,-0.023759925191149
tail,high,normalized_summary,shallow_mlp,cruise_nominal,0.0291837287784205
tail,high,normalized_summary,shallow_mlp,cruise_nominal,0.00904925681637569
tail,high,normalized_summary,shallow_mlp,cruise_fast,-0.0298198478907474
tail,high,normalized_summary,shallow_mlp,cruise_fast,-0.045237083379422
tail,high,normalized_summary,shallow_mlp,low_altitude,-0.00262281511024176
tail,high,normalized_summary,shallow_mlp,low_altitude,-0.0348230475783844
tail,high,normalized_summary,shallow_mlp,gust_entry,-0.0679466543929494
tail,high,normalized_summary,shallow_mlp,gust_entry,-0.0338653990180713
tail,high,normalized_summary,shallow_mlp,gust_entry,0.00923956033671292
control,high,normalized_summary,shallow_mlp,cruise_nominal,0.0999375508967958
control,high,normalized_summary,shallow_mlp,cruise_nominal,-0.0264847526288055
control,high,normalized_summary,shallow_mlp,cruise_fast,-0.0244861450416451
control,high,normalized_summary,shallow_mlp,cruise_fast,0.020538186783984
control,high,normalized_summary,shallow_mlp,low_altitude,0.0229971270154238
control,high,normalized_summary,shallow_mlp,low_altitude,0.032556166647064
control,high,normalized_summary,shallow_mlp,gust_entry,-0.109625990886
control,high,normalized_summary,shallow_mlp,gust_entry,-0.120978009941005
control,high,normalized_summary,shallow_mlp,gust_entry,-0.172962889942276
control,high,normalized_summary,shallow_mlp,gust_entry,-0.0876850729356694
thrust,high,normalized_summary,shallow_mlp,cruise_nominal,-0.000620370638818257
thrust,high,normalized_summary,shallow_mlp,cruise_nominal,-0.000892270990148214
thrust,high,normalized_summary,shallow_mlp,cruise_fast,-8.3141086915095e-06
thrust,high,normalized_summary,shallow_mlp,cruise_fast,0.00255542620605143
thrust,high,normalized_summary,shallow_mlp,low_altitude,-0.000345342294647666
thrust,high,normalized_summary,shallow_mlp,low_altitude,-0.000907122318453579
thrust,high,normalized_summary,shallow_mlp,low_altitude,0.0090865535340221
thrust,high,normalized_summary,shallow_mlp,gust_entry,0.000275714951832429
thrust,high,normalized_summary,shallow_mlp,gust_entry,0.000273929705298936
thrust,high,normalized_summary,shallow_mlp,gust_entry,-0.000600644615782908
compound,high,normalized_summary,shallow_mlp,cruise_nominal,0.0501156988826257
compound,high,normalized_summary,shallow_mlp,cruise_nominal,0.001679512732493
compound,high,normalized_summary,shallow_mlp,cruise_nominal,0.0328148569055752
compound,high,normalized_summary,shallow_mlp,cruise_nominal,0.0701417163454324
compound,high,normalized_summary,shallow_mlp,cruise_fast,0.0778450643259889
compound,high,normalized_summary,shallow_mlp,cruise_fast,0.0519668235684689
compound,high,normalized_summary,shallow_mlp,low_altitude,-0.0876998066986873
compound,high,normalized_summary,shallow_mlp,low_altitude,0.0228491749935407
compound,high,normalized_summary,shallow_mlp,gust_entry,-0.0521164353266035
compound,high,normalized_summary,shallow_mlp,gust_entry,0.0712583914023017
wing,severe,normalized_summary,shallow_mlp,cruise_nominal,0.0618539164157232
wing,severe,normalized_summary,shallow_mlp,cruise_nominal,0.0599481360634084
wing,severe,normalized_summary,shallow_mlp,cruise_nominal,0.000502210074949438
wing,severe,normalized_summary,shallow_mlp,cruise_nominal,0.00555676213335354
wing,severe,normalized_summary,shallow_mlp,cruise_fast,0.0182269970579062
wing,severe,normalized_summary,shallow_mlp,cruise_fast,0.00720335365601643
wing,severe,normalized_summary,shallow_mlp,low_altitude,0.0878177528985712
wing,severe,normalized_summary,shallow_mlp,low_altitude,0.0163517487003613
wing,severe,normalized_summary,shallow_mlp,gust_entry,-0.00947282747198652
wing,severe,normalized_summary,shallow_mlp,gust_entry,-0.177792271086195
tail,severe,normalized_summary,shallow_mlp,cruise_nominal,0.0380645688553588
tail,severe,normalized_summary,shallow_mlp,cruise_nominal,0.243691313255674
tail,severe,normalized_summary,shallow_mlp,cruise_fast,-0.0441759323210444
tail,severe,normalized_summary,shallow_mlp,cruise_fast,0.00639159031414305
tail,severe,normalized_summary,shallow_mlp,cruise_fast,-0.00392719646189299
tail,severe,normalized_summary,shallow_mlp,low_altitude,-0.000542936243819292
tail,severe,normalized_summary,shallow_mlp,low_altitude,0.0579413535060019
tail,severe,normalized_summary,shallow_mlp,low_altitude,0.0326179555119075
tail,severe,normalized_summary,shallow_mlp,gust_entry,-0.0483082768278555
tail,severe,normalized_summary,shallow_mlp,gust_entry,0.125524963770825
control,severe,normalized_summary,shallow_mlp,cruise_nominal,0.205804166840693
control,severe,normalized_summary,shallow_mlp,cruise_nominal,0.214257200303481
control,severe,normalized_summary,shallow_mlp,cruise_fast,0.0508579230262614
control,severe,normalized_summary,shallow_mlp,cruise_fast,0.0420268693059629
control,severe,normalized_summary,shallow_mlp,cruise_fast,-0.018620910643754
control,severe,normalized_summary,shallow_mlp,cruise_fast,-0.0716629766744754
control,severe,normalized_summary,shallow_mlp,low_altitude,-0.0485194052865829
control,severe,normalized_summary,shallow_mlp,low_altitude,-0.010545218393506
control,severe,normalized_summary,shallow_mlp,gust_entry,0.114791426502213
control,severe,normalized_summary,shallow_mlp,gust_entry,0.0480991093239712
thrust,severe,normalized_summary,shallow_mlp,cruise_nominal,-0.000345342294658435
thrust,severe,normalized_summary,shallow_mlp,cruise_nominal,-0.000907122299452223
thrust,severe,normalized_summary,shallow_mlp,cruise_nominal,-0.00790158057900947
thrust,severe,normalized_summary,shallow_mlp,cruise_fast,0.000275714951731842
thrust,severe,normalized_summary,shallow_mlp,cruise_fast,0.000273929705335352
thrust,severe,normalized_summary,shallow_mlp,cruise_fast,-0.000600644615951995
thrust,severe,normalized_summary,shallow_mlp,low_altitude,0.000959968002056444
thrust,severe,normalized_summary,shallow_mlp,low_altitude,-0.00163429214895627
thrust,severe,normalized_summary,shallow_mlp,gust_entry,-0.000404445265555053
thrust,severe,normalized_summary,shallow_mlp,gust_entry,-0.000939762723653703
compound,severe,normalized_summary,shallow_mlp,cruise_nominal,-0.0972568733045198
compound,severe,normalized_summary,shallow_mlp,cruise_nominal,0.117415838874242
compound,severe,normalized_summary,shallow_mlp,cruise_fast,0.00586008807623672
compound,severe,normalized_summary,shallow_mlp,cruise_fast,-0.0575246588320524
compound,severe,normalized_summary,shallow_mlp,low_altitude,-0.0119966372032924
compound,severe,normalized_summary,shallow_mlp,low_altitude,-0.00890101160837486
compound,severe,normalized_summary,shallow_mlp,gust_entry,0.0646559721130122
compound,severe,normalized_summary,shallow_mlp,gust_entry,0.0143918422741979
compound,severe,normalized_summary,shallow_mlp,gust_entry,-0.00132208293759484
compound,severe,normalized_summary,shallow_mlp,gust_entry,0.131634735870771
wing,low,residual_coupling_summary,ensemble_summary,cruise_nominal,-0.961510846679688
wing,low,residual_coupling_summary,ensemble_summary,cruise_nominal,-0.961510846679688
wing,low,residual_coupling_summary,ensemble_summary,cruise_fast,-0.961510846679688
wing,low,residual_coupling_summary,ensemble_summary,cruise_fast,-0.961510846679688
wing,low,residual_coupling_summary,ensemble_summary,cruise_fast,-0.961510846679688
wing,low,residual_coupling_summary,ensemble_summary,cruise_fast,-0.961510846679688
