averageEtaError,controllabilityMatchRate,trimFeasibilityMatchRate,decisionModeMatchRate,conservativeDecisionRate,conservativeCorrectCount,conservativeOvertriggerCount,unsafeUndertriggerCount,dangerousMismatchCount
0.294787769544542,0.639583333333333,0.639583333333333,1,0,0,0,0,0
